"TheoremLabel","Assumptions","Method","Status","ScopeClass","SurrogateBlindSpots","CertificateArtifact","CounterexampleArtifact","RepresentativeModelFamily","NoApproximationQ","Source","Acceptance"
"task:boundary-class-defined-derivation-strong","Controlled boundary sector and ambiguity directions on split+welded boundary models.","Exact operator-level criterion for literal ambiguity triviality on the controlled sector.","deferred","deferred","Strong class-definedness is tested only on explicit split+welded toy models.","Deferred","Deferred","To be assigned",true,"Main/appendix_main.tex:2140-2177 plus WL boundary-sector lane",""
"task:boundary-class-defined-derivation-mod-null","Controlled boundary sector and a chosen boundary null ideal on the completion sector B.","Exact representative-independence criterion modulo the boundary null ideal.","deferred","deferred","The boundary null ideal is model data rather than a derived AQFT/HLS object.","Deferred","Deferred","To be assigned",true,"Main/appendix_main.tex:2140-2177 plus WL boundary-sector lane",""
"task:boundary-expectation-vs-operator-invisibility","Controlled boundary sector together with diagonal boundary-classical states.","Exact comparison of operator-level invisibility and expectation-level invisibility.","deferred","deferred","Expectation-level invisibility is tested only against the chosen diagonal boundary-classical state family.","Deferred","Deferred","To be assigned",true,"UOM/summability_split_note.tex:643-792 plus WL boundary-sector lane",""
"task:boundary-nontriviality-test","Controlled boundary sector, boundary null ideal, and a candidate boundary generator J.","Exact search for a nonzero induced boundary derivation with ambiguity invisibility modulo the boundary null ideal.","deferred","deferred","Nontriviality is shown on explicit exact split+welded toy models rather than the transported full UOM ambiguity class.","Deferred","Deferred","To be assigned",true,"UOM/summability_split_note.tex:743-856 plus WL split+welded boundary lane",""
"task:boundary-calibration-decision","Strict record sector, controlled boundary sector, and split+welded safe/unsafe/borderline ambiguity families.","Exact finite-cutoff decision between strict trivial invariance, nontrivial controlled invariance, and visible failure.","deferred","deferred","The decision is conditional on the chosen split+welded toy families and is not yet a theorem of the full Main/UOM stack.","Deferred","Deferred","To be assigned",true,"UOM/summability_split_note.tex:743-856 plus WL split+welded boundary lane",""
"thm:controlled-boundary-block-centrality-strong","Controlled boundary observables Sum_i Pi^(A) ⊗ O_i^(B) and a controlled ambiguity operator with diagonal B-blocks K_i^(B).","Exact blockwise commutator reduction and centrality equivalence on full matrix blocks.","deferred","deferred","The theorem is proved on exact finite matrix blocks rather than an infinite-dimensional boundary algebra.","Deferred","Deferred","To be assigned",true,"UOM/summability_split_note.tex:743-856 plus WL controlled-boundary block-centrality lane",""
"thm:controlled-boundary-block-centrality-mod-null","Controlled boundary observables together with a chosen boundary null ideal on each B-block.","Exact blockwise commutator reduction and mod-null centrality equivalence.","deferred","deferred","The boundary null ideal is still represented by an explicit finite-dimensional block subspace.","Deferred","Deferred","To be assigned",true,"UOM/summability_split_note.tex:743-856 plus WL controlled-boundary block-centrality lane",""
"rem:expectation-invisibility-insufficient","Controlled boundary observables and boundary-classical state families on the split+welded sector.","Exact comparison of expectation-level invisibility against operator-level and mod-null class-definedness.","deferred","deferred","Expectation-level invisibility is only checked on the explicit boundary-classical state family.","Deferred","Deferred","To be assigned",true,"UOM/summability_split_note.tex:643-856 plus WL controlled-boundary block-centrality lane",""
"task:boundary-null-ideal-candidates","Natural split+welded boundary null-ideal candidates such as the readout kernel, block-trace-zero blocks, and state-invisible operators.","Exact model-by-model comparison of stability, nontriviality, and borderline-family absorption.","deferred","deferred","The candidate list is finite and tied to explicit split+welded finite-cutoff semantics.","Deferred","Deferred","To be assigned",true,"UOM/summability_split_note.tex:643-856 plus WL boundary-null-ideal comparison lane",""
"task:transported-boundary-ambiguity-audit","Actual weak-interface transport export (Eminus, Aminus, XiClass, Chi, Epsilon) together with exact split+welded boundary realizations.","Exact audit of the exported ambiguity basis under controlled boundary projection and natural null-ideal candidates.","deferred","deferred","Boundary realizations of the transported ambiguity basis are explicit finite-dimensional models rather than a theorem of the abstract transport semantics.","Deferred","Deferred","To be assigned",true,"UOM/active_response_transport_program_note.tex:1821-1960 plus WL transported-boundary audit lane",""
"task:selector-necessity-decision","Boundary block-centrality theorems, natural null-ideal comparison, and the transported ambiguity audit.","Exact binary decision between structural boundary safety and selector necessity.","deferred","deferred","The decision is finite-cutoff and does not yet incorporate AQFT/HLS or LoG selector data.","Deferred","Deferred","To be assigned",true,"Main/appendix_main.tex:2140-2177 plus WL selector-necessity decision lane",""
"task:uom-welded-bandlocked-channel","Exact co-centered, band-locked compressed welded LoG channel at one accepted tick.","Exact welded-channel realization using the compressed, co-centered, band-locked LoG line and descended dominant scalar factorization.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The line/channel structure is imported from the proved UOM welded-shape and band-lock analysis rather than rederived from convolution integrals inside WL.","Deferred","Deferred","uom_exact_welded_bandlocked_log_channel",true,"UOM/main.tex:458-488, 6503-6525; UOM/compressed_log_spectral_selection_note.tex:18-95","Exact welded boundary image factors through the descended dominant scalar on the one-dimensional compressed welded LoG channel."
"task:uom-subcutoff-fact-preservation","Accepted record algebra under commuting QND/CPTP evolution below cutoff.","Exact finite-dimensional symbolic audit of commuting QND dephasing and accepted-record projection on the pointer algebra.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The full infinite-dimensional band-limited Hilbert space is represented by exact finite-dimensional symbolic pointer models.","Deferred","Deferred","Generic symbolic commuting dephasing kernel on a finite pointer basis",true,"UOM/main.tex:5076-5093, 7280-7298, 9070-9086","Accepted-record projection preserves all record expectations exactly and is fixed by the commuting QND tick."
"task:uom-transported-welded-boundary-audit","Actual weak-interface transport export composed with the exact welded/fact-preserving boundary image.","Exact re-audit using the descended dominant scalar, the one-dimensional compressed welded LoG channel, and exact accepted-record preservation below cutoff.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","This certifies the preserved compiled/welded boundary image, not the full unreduced completion-sector operator algebra.","Deferred","Deferred","Certified active-transport export + exact compressed welded LoG line + exact accepted-record projection",true,"UOM/active_response_transport_program_note.tex:1821-1960 together with UOM welded/accepted-record structure","Transported ambiguity basis is annihilated on the exact welded/fact-preserving boundary image, while the class representative survives as the epsilon-weighted welded LoG line."
"task:uom-welded-boundary-decision","Comparison between the old generic splitBlock boundary realization and the reworked UOM welded/fact-preserving realization.","Exact comparison between the old generic split surrogate and the reworked UOM welded/fact-preserving boundary image.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The decision is about the exact welded preserved channel and leaves the unreduced Gaussian completion-sector operator reconstruction open.","Deferred","Deferred","Reworked UOM welded boundary lane",true,"Main Mathematica rework lane grounded in UOM welded/fact-preserving structure","On the exact co-centered, band-locked welded LoG boundary channel with exact accepted-record preservation, the transported ambiguity class is annihilated on the physical boundary image; the earlier visible ambiguity countermodels were artifacts of generic splitBlock and generic A⊗B realization choices."
"task:uom-welded-boundary-ambiguity-annihilation","Transported ambiguity directions on the exact preserved welded boundary image.","Exact contract-level audit of the accepted welded boundary map on the transported ambiguity basis and the full affine class.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The certificate is for the exact preserved welded boundary image, not the full completion-sector operator algebra.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackA","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackD","Certified active transport plus exact accepted welded boundary channel",true,"Main Mathematica welded-boundary canonicalization lane built on UOM welded/fact-preserving data","Under the compressed welded-channel contract, all transported ambiguity directions vanish exactly after the preserved welded boundary projection."
"task:uom-welded-boundary-class-defined-derivation","Boundary derivation induced by any representative in the transported affine class after compiled welded projection.","Exact contract-level derivation equality test on a symbolic welded boundary observable algebra.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Representative-independence is certified on the finite-dimensional compiled welded algebra only.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackA","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::LegacySelectorDecision","Certified active transport plus exact accepted welded boundary channel",true,"Main Mathematica welded-boundary canonicalization lane","Under the compressed welded-channel contract, the induced boundary derivation depends only on the transported class after welded projection."
"task:uom-welded-boundary-calibration-invariance","Two admissible canonical representatives in the same transported affine class viewed after compiled welded projection.","Exact contract-level comparison of distinct canonical representatives before and after welded projection.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Calibration invariance is certified only after projection to the preserved welded boundary image.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackA.Model.CalibrationData","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::LegacySelectorDecision","Two exact positive calibrations on one transported affine class",true,"Main Mathematica welded-boundary canonicalization lane plus WL canonical-representative machinery","Under the compressed welded-channel contract, distinct canonical representatives can project to the same exact welded boundary generator."
"task:uom-welded-boundary-nontriviality","The surviving class representative line on the exact preserved welded boundary image.","Exact contract-level commutator witness on the compiled welded boundary algebra.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Nontriviality is shown on an exact compiled welded boundary algebra witness, not on the unreduced microscopic completion sector.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackA.ObservableAction","None","epsilon-weighted welded line acting on a compiled 2x2 boundary algebra witness",true,"Main Mathematica welded-boundary canonicalization lane","Under the compressed welded-channel contract, at least one compiled welded boundary observable survives with nonzero induced action."
"task:uom-welded-log-shape","Macro/micro welded pulse formulas on the accepted UOM branch.","Exact welded-pulse contract audit of macro/micro DoG compilation into the welded LoG profile and quadrature-width combination.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The WL lane certifies the exact algebraic contract, not the full continuum convolution derivation.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB1","None","uom_exact_welded_pulse_contract",true,"UOM/compressed_log_spectral_selection_note.tex and UOM welded pulse notes","Temporal and spatial welded pulse formulas are locked to exact quadrature-width LoG contracts."
"task:uom-co-centering","Accepted welded pulse center alignment across the compiled macro/micro channel.","Exact center-lock contract audit on the welded pulse.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Co-centering is represented by the exact finite-cutoff contract rather than by a continuum transport proof.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB1","None","uom_exact_welded_pulse_contract",true,"UOM welded pulse notes and compressed welded LoG lane","The welded macro/micro pulse is exactly co-centered on the accepted receiver profile."
"task:uom-bandlock-to-receiver","Receiver-cutoff locking of the welded pulse widths.","Exact algebraic band-lock audit for the receiver-cutoff welded temporal and spatial scales.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Band-lock is certified as an exact algebraic contract at fixed cutoff.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB1","None","uom_exact_welded_pulse_contract",true,"UOM welded band-lock lane","The welded pulse widths are fixed exactly by the receiver cutoff and geometric speed."
"task:uom-compressed-line-rank","Compressed welded boundary image at one accepted cutoff.","Exact rank-one projector audit on the compressed welded boundary image.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The line rank is certified for the exact finite-dimensional compiled image only.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB1","None","uom_exact_welded_pulse_contract",true,"UOM/compressed_log_spectral_selection_note.tex:259-288 plus WL welded channel lane","The compressed welded boundary image is exactly one-dimensional."
"task:uom-channel-factorization","Accepted finite-cutoff boundary channel written as projected Weyl-compensated compiled transport.","Exact factorization audit of TLambda = Pi_L o M_epsilon o K_comp o G_ret o W_src against the welded boundary map.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The WL lane certifies an exact finite-dimensional factorization surrogate rather than the full SK-to-boundary reconstruction.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB2","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB2.RecordBreakingWitness","uom_exact_accepted_channel_contract",true,"UOM/main.tex and Main Mathematica accepted-channel contract lane","The accepted welded boundary map factors exactly through the descended dominant scalar and the welded profile projector."
"task:uom-uplift-isometry-surrogate","Finite-cutoff uplift/Stinespring realization compatible with the accepted welded channel contract.","Exact isometry audit on the finite-dimensional uplift/Stinespring surrogate.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Only the selected finite-dimensional uplift surrogate is certified.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB2","None","uom_exact_accepted_channel_contract",true,"UOM accepted-channel lane plus WL uplift surrogate","The chosen uplift map is an exact isometry on the accepted finite-cutoff sector."
"task:uom-app-cptp-surrogate","Accepted tick map on the finite pointer sector below cutoff.","Exact Kraus-completeness audit on the commuting accepted tick surrogate.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The CPTP certificate is for the exact finite-dimensional surrogate only.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB2","None","uom_exact_accepted_channel_contract",true,"UOM/main.tex accepted-tick lane plus WL Kraus surrogate","The accepted tick surrogate is exactly CPTP on the chosen finite pointer sector."
"task:uom-accepted-record-preservation","Accepted record algebra below cutoff under the exact accepted channel surrogate.","Exact accepted-record preservation audit with a record-breaking ablation witness.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Preservation is certified on finite-dimensional pointer models only.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB2","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB2.RecordBreakingWitness","uom_exact_accepted_channel_contract with exact record-breaking witness",true,"UOM/main.tex accepted-record lane plus WL accepted-channel contract lane","Accepted record expectations are preserved exactly, and the intentional ablation fails that test."
"task:uom-p3-admissibility","Finite-cutoff P3 least-action admissibility on the welded candidate family.","Exact comparison of finite-cutoff welded candidates by P3 action value under the admissibility contract.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Only exact symbolic contract families are compared; no continuum variational theorem is reproved.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB3","None","welded_rank1_selected versus exact higher-rank and generic competitors",true,"UOM active-response transport and descendant-note admissibility lanes","The selected welded family is P3-admissible and minimizes the exact action score in the audited family."
"task:uom-sk-gaussian-selection","Least-influence SK Gaussian selection on admissible finite-cutoff welded families.","Exact least-influence ranking on admissible Gaussian drive/squeeze contracts.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The lane certifies symbolic contract data rather than the full continuum Gaussian optimization problem.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB3","None","welded_rank1_selected versus exact higher-rank and generic competitors",true,"UOM SK least-influence selection notes","The selected admissible welded family minimizes the exact SK influence score among P3-admissible candidates."
"task:uom-welded-family-selection","Selected admissible welded channel family at finite cutoff.","Exact admissibility contract requiring co-centering, band-lock, accepted-record preservation, rank one, and descended-scalar factorization.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The selected family is finite-dimensional contract data, not a universal theorem over all boundary channels.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackB3","None","welded_rank1_selected",true,"UOM welded family-selection contract lane","The exact admissibility contract singles out a rank-one descended-scalar-factorized welded family."
"task:uom-ablation-fact-preservation","Exact welded boundary audit with accepted-record preservation removed.","Exact welded ablation with accepted-record preservation removed while keeping the welded shape contract.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The ablation outcome is model-exact and does not by itself settle all microscopic realizations.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackC.Cases.RemoveFactPreservation","None","remove_fact_preservation",true,"Main Mathematica UOM welded ablation lane","Removing exact accepted-record preservation downgrades the model to mod-null safety in the audited family."
"task:uom-ablation-bandlock","Exact welded boundary audit with receiver band-lock relaxed.","Exact welded ablation with receiver band-lock relaxed.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The ablation outcome is an exact channel-family witness, not a universal no-go theorem.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackC.Cases.RelaxBandLock","None","relax_bandlock",true,"Main Mathematica UOM welded ablation lane","Relaxing band-lock returns visible ambiguity in the audited family."
"task:uom-ablation-compressed-rank","Exact welded boundary audit with the rank-one compressed line replaced by a higher-rank channel.","Exact welded ablation with the compressed image lifted from rank one to higher rank.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The higher-rank witness is exact but model-specific.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackC.Cases.RaiseCompressedRank","None","raise_compressed_rank",true,"Main Mathematica UOM welded ablation lane","Replacing the rank-one line by a higher-rank channel returns visible ambiguity in the audited family."
"task:uom-ablation-co-centering","Exact welded boundary audit with co-centering relaxed.","Exact welded ablation with co-centering relaxed.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The co-centering witness is exact but model-specific.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackC.Cases.RelaxCoCentering","None","relax_co_centering",true,"Main Mathematica UOM welded ablation lane","Relaxing co-centering returns visible ambiguity in the audited family."
"task:uom-ablation-descended-scalar-factorization","Exact welded boundary audit with the descended-scalar factorization replaced by a generic control map.","Exact welded ablation replacing descended-scalar factorization by a generic control map.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The certificate compares exact finite-dimensional channel families rather than the full continuum reconstruction.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackC.Cases.ReplaceDescendedScalarFactorization","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackD","replace_descended_scalar_factorization",true,"Main Mathematica UOM welded ablation lane plus legacy generic surrogate lane","Replacing descended-scalar factorization returns visible ambiguity in the audited family."
"task:uom-minimal-boundary-safe-hypothesis-set","Minimal exact welded-boundary hypothesis package found by the ablation audit.","Exact one-at-a-time ablation audit over the welded boundary contract family.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","Minimality is relative to the exact ablation family encoded in WL.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackC.MinimalStrongSafeHypothesisSet","None","baseline_strong_safe versus five exact one-at-a-time ablations",true,"Main Mathematica UOM welded ablation lane","Every one-at-a-time ablation exits the strong-safe class in the exact finite-dimensional family; removing fact preservation leaves only mod-null safety, while the remaining ablations return visible ambiguity."
"task:legacy-generic-visible-ambiguity","Legacy generic boundary surrogates without the UOM welded contract.","Exact regression audit on the unsafe generic split+welded surrogate family.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","These are deliberately negative-control models, not physical channel claims.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackD","None","UnsafeControlledVisibleFamily",true,"Legacy split+welded/generic-boundary surrogate lane","At least one exact generic surrogate witness still exhibits visible ambiguity after removing the welded UOM constraints."
"task:legacy-generic-splitblock-countermodels","Legacy generic splitBlock countermodels retained as negative controls.","Exact regression audit on the transported unsafe witness and the legacy splitBlock-compatible countermodel blocks.","exact finite-dimensional certificate","finite-dimensional-theorem-certificate","The lane preserves countermodels on purpose and does not claim physical admissibility.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackD","None","TransportedUnsafeWitness plus legacy splitBlock-compatible unsafe blocks",true,"Legacy splitBlock negative-control lane","At least two exact legacy countermodel lanes remain reproducible and are preserved as negative controls."
"task:sk-minimal-gaussian-completion-reconstruction","Exploratory exact algebraic completion lift compatible with the welded boundary block.","Exact exploratory algebraic lift of the welded boundary block by a single appended completion-sector mode.","exact finite-dimensional certificate","exact-model-certificate","This is an exploratory exact algebraic extension of the welded boundary block. | It is not yet a faithful UOM split/completion reconstruction.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackE","None","exploratory_algebraic_completion_visible_again_model",true,"Main Mathematica completion-sector reconstruction lane","An exploratory exact algebraic completion lift of the welded boundary block is reconstructed."
"task:sk-completion-ambiguity-visibility","Transported ambiguity evaluated on the exploratory exact algebraic completion lift.","Exact commutator audit of transported ambiguity on the exploratory algebraic completion lift.","exact finite-dimensional certificate","exact-model-certificate","The classification is for the encoded exploratory algebraic model only. | It is not a selector-necessity decision and not yet a verdict on the UOM split model.","/home/kray-l8/work/2T/Main/Mathematica/Certificates/UOMBoundaryExpansion_Certificates.wl::TrackE","None","exploratory_algebraic_completion_visible_again_model",true,"Main Mathematica completion-sector reconstruction lane","In the exploratory exact algebraic completion lift, ambiguity is classified as visible-again; this is not yet a split-faithful completion verdict."
